Ime,Priljubljenost,Cena [£],Vrsta izdelka,Podjetje,Avtor,Jezik,Število vzorcev,Število strani,Raven znanja 
Vintage Baby Cardigan & Bonnet in Plymouth Yarn Dreambaby DK - 2397 - Downloadable PDF,2478,0.00,Hats,Plymouth Yarn,Vicki Noordhoek,English,2,2,Intermediate
Crochet Gift Bag CHECKS,2479,0.00,Accessories,Independent Designer,Barbara Summers,English,1,2,Beginner
Frog prince,2480,0.00,Toys,Independent Designer,Carolyne Brodie,English,1,,Beginner
Rose Flower,2481,0.00,Rose Flower,Independent Designer,Mevlinn Gusick,English,1,4,Beginner
Frank's Yarmulke or Kippah,2482,0.00,Accessories,Independent Designer,Bizzy Crochet,English,1,3,Beginner
Feather & Fan Blanket,2483,0.00,Homeware,Independent Designer,Merrian Holland,English,1,4,Intermediate
Sweet Baby Outfit in Bernat Baby Coordinates Solids,2484,0.00,Dresses,Bernat,,English,3,,
Miosotis,2485,0.00,Homeware,Independent Designer,AnaMoraisSoares,Afrikaans|Dutch|English|Finnish|French|German|Hebrew|Swedish,1,132,Intermediate
Petrus chonkysaurus,2486,0.00,Toys,Independent Designer,ChirpyCrochet,English,1,7,Beginner
Little Rainbow,2487,0.00,Little Rainbow,Independent Designer,Ms Premise-Conclusion,English,1,3,Beginner
Mobile Phone Pouch in Lion Brand 24/7 Cotton - M23013 TC - Downloadable PDF,2488,0.00,Accessories,Lion Brand,Lion Brand,English,1,4,Beginner
Rosy Water Bottle Bag,2489,0.00,Accessories,Independent Designer,The Crocheting,English,1,5,Beginner
Lighter Cozy,2490,0.00,Homeware,Independent Designer,Dee's Knotz,English,1,4,Beginner
Anne Doll,2491,0.00,Toys,Independent Designer,Miss Polly Crochet by PaulaR,English,1,10,Intermediate
Flower Pixie Vest,2492,0.00,Waistcoats,Independent Designer,Amanda Maciel,English,1,,Beginner
Essential Crochet Patterns for Babies Ebook in Paintbox Yarns Baby DK Prints,2493,0.00,Essential Crochet Patterns for Babies Ebook in Paintbox Yarns Baby DK Prints,Paintbox Yarns,Paintbox Yarns,English,3,14,Beginner
Zoo Blanket Base Pattern (not including appliques),2494,0.00,Homeware,Independent Designer,Teri Heathcote,English,1,,Intermediate
Ellie Cardigan in Berroco Comfort DK,2495,0.00,Cardigans,Berroco,,English,1,,
Bunting Bag in Bernat Softee Baby Solids,2496,0.00,Accessories,Bernat,,English,1,,
Easy Knitted Filled Baby Bonnet for Beginners,2497,0.00,Hats,Independent Designer,Peekaboo Knitting,English,1,,Beginner
V Tie,2498,0.00,Accessories,Independent Designer,Elise Mann,English,1,,Beginner
Tommy the T-Rex,2499,0.00,Toys,Independent Designer,Cara Engwerda,English,1,6,Intermediate
"""Carnival Camisole"" - Free Top Crochet Pattern For Women in Paintbox Yarns Cotton DK - COT-CRO-WOM-003",2500,0.00,Sweaters,Paintbox Yarns,,English,1,6,Intermediate
Janis Vest in Caron Simply Soft Party - Downloadable PDF,2501,0.00,Waistcoats,Caron,Kimberly K. McAlindin,English,1,5,Beginner
Jack Skellington Beanie,2502,0.00,Accessories,Independent Designer,Bizzy Crochet,English,1,,Beginner
My Mermaid Crochet Snuggle Sack in Bernat Blanket Brights Big Ball - Downloadable PDF,2503,0.00,Blankets,Bernat,,English,1,2,Beginner
Christmas Pudding Amigurumi,2504,0.00,Toys,Independent Designer,anniegurumi,English,1,4,Intermediate
Star Amigurumi,2505,0.00,Toys,Independent Designer,Aramigumi,English|Spanish,1,10,Beginner
Starla the Starfish in Lily Sugar 'n Cream Solids and Ombre - Downloadable PDF,2506,0.00,Decorations,Lily Sugar 'n Cream,,English,5,1,Beginner
Mini R2D2 and C3PO,2507,0.00,Toys,Independent Designer,AhookA,English|French,1,18,Intermediate
Crochet Pattern Little Mouse!,2508,0.00,Crochet Pattern Little Mouse!,Independent Designer,amigoll9,English,1,4,Beginner
Easy and cute baby beanie,2509,0.00,Accessories,Independent Designer,Elena G. Strad,English,1,10,Beginner
Cute 3d flower,2510,0.00,Homeware,Independent Designer,Luna Crochet Designs,English|Estonian,1,3,Beginner
Love This Cardi in Red Heart Soft - LW3566EN - Downloadable PDF,2511,0.00,Cardigans,Red Heart,Tammy Hildebrand,English,1,3,Advanced
Simple Keyhole Scarf,2512,0.00,Accessories,Independent Designer,Ginger Hook,English,1,1,Beginner
Sunnyside Up Mandala,2513,0.00,Homeware,Independent Designer,MandyO,English,1,8,Intermediate
Christmas Love Hearts in Red Heart Holiday - LW2640EN - Downloadable PDF,2514,0.00,Decorations,Red Heart,,English,3,1,Beginner
Pink Bikini & Cover in Adriafil Cheope and Blu Caribe - Downloadable PDF,2515,0.00,Accessories,Adriafil,,English,2,2,
Willa the Watering Can,2516,0.00,Toys,Independent Designer,Cara Engwerda,English,1,6,Beginner
Child’s Crochet V-Neck Cardigan in Caron Simply Soft - Downloadable PDF,2517,0.00,Cardigans,Caron,,English,1,4,Beginner
Baby Sleep Sack in Schachenmayr Baby Wool - S8641 - Downloadable PDF,2518,0.00,Baby Clothes,Schachenmayr,,English|German,1,2,
Bold Block Sweater - Free Jumper Crochet Pattern for Women in Paintbox Yarns Cotton DK,2519,0.00,Sweaters,Paintbox Yarns,,English,,6,Intermediate
Any-Size Round Container,2520,0.00,Homeware,Independent Designer,Squibblybups,English,1,4,Beginner
Striped Pullover and Blanket in Bernat Baby Coordinates Solids,2521,0.00,Blankets,Bernat,,English,2,,
Pressed Flower Bookmark,2522,0.00,Homeware,Independent Designer,Keep Calm and Crochet On UK,English,1,,Beginner
Black Cat Garland,2523,0.00,Homeware,Independent Designer,Rupinder  Kaur,English,,,Beginner
Class Top in Adriafil Idea - Downloadable PDF,2524,0.00,Tops,Adriafil,,English,1,1,
Garter Ridge Pillow in Bernat Alize Blanket-EZ - Downloadable PDF,2525,0.00,Home,Bernat,,English,1,2,Beginner
Lace Crochet Bracelet and earring set,2526,0.00,Accessories,Independent Designer,Spider Mambo,English,1,9,Intermediate
Unley Chill Beanie,2527,0.00,Accessories,Independent Designer,The Crochet Fix,English,1,,Beginner
Wrabness Square,2528,0.00,Wrabness Square,Independent Designer,Jacqui Goulbourn,English,1,8,Intermediate
Celebration Paper Chains - Free Knitting & Crochet Pattern for Home in Paintbox Yarns Cotton DK by Paintbox Yarns,2529,0.00,Decorations,Paintbox Yarns,Paintbox Yarns,English,2,6,Beginner
Adult’s Crochet Turtleneck Pullover in Caron Simply Soft - Downloadable PDF,2530,0.00,Jumpers,Caron,,English,1,4,Beginner
Aran Afghan in Caron Simply Soft - Downloadable PDF,2531,0.00,Blankets,Caron,,English,1,3,Intermediate
Bumps Upon Bumps Earwarmer,2532,0.00,Headbands,Independent Designer,K.A.M.E. Crochet,English,1,4,Beginner
Bobble Sheep,2533,0.00,Toys,Independent Designer,Skeins Away,English,1,4,Intermediate
Posy Granny Baby Blanket in Caron Simply Soft and Simply Soft Collection - Downloadable PDF,2534,0.00,Blankets,Caron,Marilyn Losee,English,1,3,Beginner
Gozo Poncho in Rowan Cotton Glace,2535,0.00,Ponchos,Rowan,,English,1,,
Laid Back Bomber - Free Jacket Crochet Pattern for Women in Paintbox Yarns Chenille by Paintbox Yarns,2536,0.00,Coats,Paintbox Yarns,Paintbox Yarns,English,1,9,Intermediate
Chick,2537,0.00,Toys,Independent Designer,Carolyne Brodie,English,1,,Intermediate
Rainbow Boat Neck Top - Free Crochet Pattern For Women in Paintbox Yarns Simply DK,2538,0.00,Tops,Paintbox Yarns,Paintbox Yarns,English,1,5,Intermediate
Isla the Little Doll,2539,0.00,Toys,Independent Designer,Cara Engwerda,English,1,8,Intermediate
Hanging plant holder,2540,0.00,Homeware,Independent Designer,Luna Crochet Designs,English,1,3,Beginner
Dinosaur Beanie,2541,0.00,Accessories,Independent Designer,Crafty Creations,English,1,9,Beginner
Grapes in Lily Sugar 'n Cream Solids - Downloadable PDF,2542,0.00,Decorations,Lily Sugar 'n Cream,,English,2,1,Beginner
Cushion Crochet in Hoooked Ribbon XL Solids,2543,0.00,Cushions,Hoooked,,Dutch|English|German,1,3,Beginner
Braided Bag in Cascade Yarns Sarasota Chunky - C354 - Downloadable PDF,2544,0.00,Braided Bag in Cascade Yarns Sarasota Chunky - C354 - Downloadable PDF,Cascade Yarns,Kristen Stoltzfus Clay,English,1,4,Beginner
Pips the Pumpkin - Free Toy Crochet Pattern For Halloween in Paintbox Yarns Cotton Aran by Paintbox Yarns,2545,0.00,Toys,Paintbox Yarns,,English,1,4,Intermediate
Reversible Mini Octopus,2546,0.00,Toys,Independent Designer,Crossmanknits,English,1,5,Beginner
Jeanne Halter Top in Rowan Summerlite 4 Ply - ROC007 - Downloadable PDF,2547,0.00,Tops,Rowan,Jennie Atkinson,English|German,1,5,Advanced
Neutral Blanket,2548,0.00,Homeware,Independent Designer,Time to Yarn Me Up,English,1,,Beginner
Boat Neck Pullover in Patons Glam Stripes - Downloadable PDF,2549,0.00,Sweaters,Patons US,,English,1,2,Beginner
Puppy dog friend,2550,0.00,Toys,Independent Designer,Elise Mann,English,1,,Beginner
Heart Plant,2551,0.00,Homeware,Independent Designer,Yarn Blossom Boutique,English,1,3,Intermediate
Moose Unicorn,2552,0.00,Toys,Independent Designer,Carolyne Brodie,English,1,,Intermediate
Photo camera,2553,0.00,Photo camera,Independent Designer,Ternura Amigurumi,English,1,5,Intermediate
Starlight Baby Blanket in Caron Simply Soft Light - Downloadable PDF,2554,0.00,Blankets,Caron,Susan Lowman,English,1,3,Intermediate
Lacy Shells Baby Hat in Bernat Dippity Dots,2555,0.00,Hats,Bernat,,English,1,,
No Face Amigurumi,2556,0.00,Toys,Independent Designer,Crochethea,English,1,3,Beginner
Sonic scarf,2557,0.00,Accessories,Independent Designer,Amiville,English,1,5,Beginner
Expanding Flower Blanket,2558,0.00,Homeware,Independent Designer,The Crochet Fix,English,1,,Intermediate
Generic Tunisian Crocheted Computer Sleeve Pattern,2559,0.00,Homeware,Independent Designer,Maria Magnusson,English,1,,Intermediate
Patch Doll Amigurumi Pattern,2560,0.00,Toys,Independent Designer,Irene Strange,English,1,,Intermediate
Granny V Stitch Cat Blanket,2561,0.00,Homeware,Independent Designer,patternandcraft,English,1,12,Beginner
Girl's Crochet Poncho in Bernat Pop! - Downloadable PDF,2562,0.00,Ponchos,Bernat,,English,1,1,Beginner
Pikachu Head Amigurumi,2563,0.00,Toys,Independent Designer,Crochethea,English,1,2,Beginner
Lightning Feather Poncho CAL,2564,0.00,Ponchos,Independent Designer,Susan Kennedy,English,1,6,Intermediate
Shawl with Crochet Edge in Schachenmayr Wool 85 - S9200A - Downloadable PDF,2565,0.00,Shawls,Schachenmayr,,Dutch|English|French|German,1,3,
Baskets in Schachenmayr Journey - S8958 - Downloadable PDF,2566,0.00,Baskets in Schachenmayr Journey - S8958 - Downloadable PDF,Schachenmayr,,Dutch|English|French|German,2,2,
Feel Good Granny Square Tank - Free Crochet Pattern for Women in Paintbox Yarns Wool Blend DK by Paintbox Yarns,2567,0.00,Granny squares,Paintbox Yarns,,English,1,5,Beginner
Baby's Blocks in Lily Sugar 'n Cream Solids,2568,0.00,Accessories,Lily Sugar 'n Cream,,English,3,,
Marseille Cardigan in Berroco Vintage DK - Downloadable PDF,2569,0.00,Cardigans,Berroco,Robyn Chachula,English,1,11,Intermediate
Crochet Chevron Lace shawl,2570,0.00,Accessories,Independent Designer,Emma Wright,English,1,2,Beginner
Shaina The Sheep,2571,0.00,Cushions,Independent Designer,Purple Tulip,English,1,6,Beginner
Sweet Bunny Hat in Red Heart Soft - LW4393EN - Downloadable PDF,2572,0.00,Hats,Red Heart,Salena Baca,English,1,2,Beginner
Ladies’ Sweater with Lace Pattern and Crochet Scarf in Schachenmayr Sun City - 6051 - Downloadable PDF,2573,0.00,Jumpers,Schachenmayr,,English|German,2,2,
Mini plush chicken in basket,2574,0.00,Mini plush chicken in basket,Independent Designer,Tory Pale,English|French|German|Spanish,1,28,Intermediate
Carnival Socks in Cascade Yarns Fixation - DK412 - Downloadable PDF,2575,0.00,Socks,Cascade Yarns,Brenda K. B. Anderson,English,1,7,Intermediate
Mini Turtle,2576,0.00,Toys,Independent Designer,Annemarie Benthem,English,1,4,Beginner
Granny Block Baby Blanket,2577,0.00,Homeware,Independent Designer,Hannah Cross,English,1,3,Intermediate
Mini Christmas Stockings,2578,0.00,Homeware,Independent Designer,Stitching Siobhan,English,1,2,Intermediate
Circle Your Granny - 10 inch block,2579,0.00,Circle Your Granny - 10 inch block,Independent Designer,Keep Calm and Crochet On UK,English,1,,Beginner
Christening Gown and Bonnet in Schachenmayr Suavel - S9080 - Downloadable PDF,2580,0.00,Dresses,Schachenmayr,,English|German,1,6,
Remembrance Poppy - Flower Crochet Pattern,2581,0.00,Remembrance Poppy - Flower Crochet Pattern,Independent Designer,Peach.Unicorn,English,1,2,Beginner
Plaid-y Hook Caddy in Lily Sugar 'n Cream Solids,2582,0.00,Accessories,Lily Sugar 'n Cream,,English,1,,
Crochet Mood Blanket - October,2583,0.00,Crochet Mood Blanket - October,Independent Designer,Patricia  Stuart,English,1,4,Beginner
Chipmunk,2584,0.00,Toys,Independent Designer,Carolyne Brodie,English,1,,Intermediate
Water bottle holder,2585,0.00,Accessories,Independent Designer,Kelly Spenhoff,English,1,,Beginner
Amigurumi Unicorn Keychain,2586,0.00,Toys,Independent Designer,Ljubomir Kostin,English,1,6,Intermediate
The Gift Poncho in Caron Simply Soft and Simply Soft Heathers - Downloadable PDF,2587,0.00,Ponchos,Caron,Dee Neer,English,1,3,Beginner
Crochet Blanket in Bernat Pipsqueak,2588,0.00,Blankets,Bernat,,English,1,,
"""The Essential Crocheted Shawl"" - Shawl Crochet Pattern in Paintbox Yarns Chunky Pots",2589,0.00,Accessories,Paintbox Yarns,Paintbox Yarns,English,1,,Beginner
"Mini Christmas Hat, Santa hat ornament",2590,0.00,"Mini Christmas Hat, Santa hat ornament",Independent Designer,AmigurumiJoys,English,1,,Beginner
Huntington Carryall in Lion Brand Hue & Me - M20283-TWH - Downloadable PDF,2591,0.00,Huntington Carryall in Lion Brand Hue & Me - M20283-TWH - Downloadable PDF,Lion Brand,Two of Wands,English,1,6,Beginner
トマト Tomato Amigurumi,2592,0.00,Toys,Independent Designer,anniegurumi,English,1,5,Intermediate
Easy Children's Hat,2593,0.00,Accessories,Independent Designer,Sarah Thompson,English,1,,Beginner
"Big Rainbow Fish Toy in Caron Simply Soft, Simply Soft Paints & Simply Soft Brites - Downloadable PDF",2594,0.00,Toys,Caron,Deb Richey,English,1,3,Beginner
Spiral Rings,2595,0.00,Homeware,Independent Designer,Laurinda Reddig,English,1,3,Intermediate
Jovana Gilet in Adriafil Snappy Ball - Downloadable PDF,2596,0.00,Jackets,Adriafil,,English,1,2,
Wiener Dog,2597,0.00,Wiener Dog,Independent Designer,Annemarie Benthem,English,1,5,Intermediate
"Lola Llama in Lion Brand  Feels Like Butta, Go For Faux & Just My Stripe - Downloadable PDF",2598,0.00,Toys,Lion Brand,Lion Brand,English,1,6,Beginner
Rudolph the Reindeer - Free Toy Crochet Pattern For Christmas in Paintbox Yarns Cotton Aran by Paintbox Yarns,2599,0.00,Toys,Paintbox Yarns,Ilaria Caliri,English,1,5,Beginner
Ripple As You Go,2600,0.00,Accessories,Independent Designer,Amanda Mannas,English,1,15,Intermediate
Stewie Griffin from Family Guy,2601,0.00,Toys,Independent Designer,Flying Dutchman Crochet Design,English,1,,Beginner
Striped Tank Top - Free Crochet Pattern for Women in Paintbox Yarns 100% Wool Chunky Superwash by Paintbox Yarns in Paintbox Yarns - Downloadable PDF,2602,0.00,Sweaters,Paintbox Yarns,,English,1,6,Intermediate
Haiti Top in Adriafil Cheope - Downloadable PDF,2603,0.00,Tops,Adriafil,,English,1,1,
Summer dress trio,2604,0.00,Dresses,Independent Designer,Annastasia  Cruz,English,1,,Intermediate
Happy Days Mandala,2605,0.00,Homeware,Independent Designer,Knothing Usual,English,1,5,Intermediate
Crochet snowflake 36,2606,2.24,Homeware,Independent Designer,Olga Starostina,English,1,9,Beginner
Baby Walrus Wally,2607,0.00,Toys,Independent Designer,Haakneus,Dutch|English,1,10,Beginner
Easy Doll Dress,2608,0.00,Toys,Independent Designer,IIX Farm Creations,English,1,2,Intermediate
Petunia Part 1,2609,0.00,Cushions,Independent Designer,Crochet a Life,English,1,29,Intermediate
Mon Scarf,2610,0.00,Accessories,Independent Designer,Crochet Dahlia,English,1,2,Beginner
Crocodile,2611,0.00,Toys,Independent Designer,Annemarie Benthem,English,1,7,Intermediate
"Frog Coaster,Crochet Coasters,Crochet Frog,Crochet Animals,Crochet Patterns for Beginners",2612,0.00,Homeware,Independent Designer,Kathy Leung,English,1,6,Beginner
Soft Sage Circle Jacket in Caron Simply Soft - Downloadable PDF,2613,0.00,Jackets,Caron,Doris J. Chan,English,1,5,Intermediate
Crochet pattern for Burger,2614,0.00,Toys,Independent Designer,amigoll9,English,1,7,Beginner
Trinidad Skirt in Adriafil Uno A Ritorto 5 - Downloadable PDF,2615,0.00,Trinidad Skirt in Adriafil Uno A Ritorto 5 - Downloadable PDF,Adriafil,,English,1,1,
Birthday Bear for a Prince in Red Heart Soft and Soft Baby Steps - LW4389EN - Downloadable PDF,2616,0.00,Toys,Red Heart,Michele Wilcox,English,1,2,Beginner
Lipari Sandals in Adriafil Uno A Ritorto 8 - Downloadable PDF,2617,0.00,Booties,Adriafil,,English,2,1,
Basic Beanie (US),2618,0.00,Accessories,Independent Designer,SezzArt,English,1,,Beginner
Loopy Phone Wristlet,2619,0.00,Accessories,Independent Designer,Misty Makes Designs,English,1,,Beginner
Marietta Bookmarks in Berroco Folio - Downloadable PDF,2620,0.00,Accessories,Berroco,Alison Green,English,3,4,Intermediate
Granny Slippers in Bernat Super Value,2621,0.00,Accessories,Bernat,,English,2,,
Granny Squares Hat in Lion Brand Mandala Ombre - M23053 MDO - Downloadable PDF,2622,0.00,Granny squares,Lion Brand,Lion Brand,English,1,5,Beginner
Brigida Pullover in Adriafil Venezia - Downloadable PDF,2623,0.00,Tops,Adriafil,,English,1,4,
Frog,2624,0.00,Toys,Independent Designer,Annemarie Benthem,English,1,7,Intermediate
Lion Amigurumi,2625,0.00,Toys,Independent Designer,Amanda Maciel,English,1,,Beginner
2 in 1 Bundle Avocado & Peas in Pod Key Chains,2626,0.00,2 in 1 Bundle Avocado & Peas in Pod Key Chains,Independent Designer,Roxy's Crochet,English|German,1,8,Intermediate
Granny square blanket,2627,0.00,Homeware,Independent Designer,Crochet by Gem,English,1,9,Beginner
For the Frill of it Cardigan - Free Crochet Pattern For Babies in Paintbox Yarns Baby DK Prints by Paintbox Yarns,2628,0.00,Cardigans,Paintbox Yarns,,English,1,5,Intermediate
Crochet Bowling Ball and Pin,2629,0.00,Toys,Independent Designer,Craft Bindings,English,1,6,Intermediate
Solid granny square,2630,0.00,Solid granny square,Independent Designer,Luna Crochet Designs,English,1,3,Beginner
Mesh Mobile Phone Bag,2631,0.00,Accessories,Independent Designer,Tory Pale,English|French|German,1,30,Intermediate
Small Butterfly Baby Blanket,2632,0.00,Homeware,Independent Designer,Peach.Unicorn,English,1,4,Beginner
Summer Breeze Baby Blanket in Bernat Vickie Howell Cotton-ish - Downloadable PDF,2633,0.00,Blankets,Bernat,Vickie Howell,English,1,1,Beginner
Easy Crochet Patterns for Beginners Ebook - Free Pattern for Women by Paintbox Yarns,2634,0.00,Easy Crochet Patterns for Beginners Ebook - Free Pattern for Women by Paintbox Yarns,Paintbox Yarns,Paintbox Yarns,English,3,20,Beginner
