Ime,Priljubljenost,Cena [£],Vrsta izdelka,Podjetje,Avtor,Jezik,Število vzorcev,Število strani,Raven znanja 
Wicked Good Thong Bikini crochet pattern,2590,0.00,Wicked Good Thong Bikini crochet pattern,Independent Designer,Sandi Hagan,English,1,,
Crochet Wisteria  Flower Curls,2591,0.00,Homeware,Independent Designer,Chloe and Kato Crochet Designs,English,1,2,Beginner
Stars,2592,0.00,Homeware,Independent Designer,Annemarie Benthem,English,1,,Intermediate
"Flower Power Bookmark, Headband or Bracelet",2593,0.00,Accessories,Independent Designer,Lilinette Crochet,English,1,,Intermediate
Helga Socks in West Yorkshire Spinners - WYS1000282 / DFP0035 - Downloadable PDF,2594,0.00,Socks,West Yorkshire Spinners,Anna Nikipirowicz,English,2,20,Intermediate
Rat Hat,2595,0.00,Hats,Independent Designer,Rian Anderson,English,1,4,Beginner
Dalmatian Dog Amigurumi,2596,0.00,Toys,Independent Designer,Amanda Maciel,English,1,,Beginner
"Cute Summer Bag ""Candy""",2597,0.00,Accessories,Independent Designer,Alexandra Vocht,English|German,1,,Beginner
Wonderland Shrug,2598,0.00,Boleros,Independent Designer,Michele C,English,1,4,Beginner
Frosted Lace Snowflake,2599,0.00,Homeware,Independent Designer,Renata Saj,English|Swedish,1,,Beginner
Long Top with Lace in Schachenmayr Catania Color - 6652 - Downloadable PDF,2600,0.00,Tops,Schachenmayr,,English|German,1,2,
Ewa's Motif & Join - Crochet Block (US terms),2601,0.00,Homeware,Independent Designer,Merrian Holland,English,1,15,Intermediate
Friends Blanket,2602,0.00,Homeware,Independent Designer,Maggie Trunkhill,English,1,6,Intermediate
Baby Beluga Berto,2603,0.00,Toys,Independent Designer,Haakneus,Dutch|English,1,10,Beginner
Crochet Lavender,2604,0.00,Homeware,Independent Designer,Roseanna Murray,English,1,2,Beginner
"Semola, the Orange Cat",2605,0.00,Toys,Independent Designer,ChirpyCrochet,English,1,5,Beginner
Vintage Rainbow Mandala,2606,0.00,Homeware,Independent Designer,Crafty CC,English,1,8,Intermediate
Dream Time Motif Blanket in Bernat Baby Sport,2607,0.00,Accessories,Bernat,,English,2,,
Crochet Heart Motif,2608,0.00,Crochet Heart Motif,Independent Designer,Luba Davies,English,1,,Beginner
Sunflower Key Keeper,2609,0.00,Accessories,Independent Designer,betsymakes,English,1,6,Intermediate
Big Granny Square Blanket Square For Stocking in Caron United - Downloadable PDF,2610,0.00,Granny squares,Caron,,English,1,2,Beginner
Bow Tie Slippers in Caron Simply Soft - Downloadable PDF,2611,0.00,Slippers,Caron,,English,1,1,Beginner
Felicia the Fish,2612,0.00,Toys,Independent Designer,Annemarie Benthem,English,1,5,Beginner
Sun Hat in Lily Sugar 'n Cream Solids,2613,0.00,Hats,Lily Sugar 'n Cream,,English,1,,
"Crochet witch hat pattern, easy crochet Halloween keychain",2614,0.00,Toys,Independent Designer,AmigurumiJoys,English,1,3,Beginner
Häkelanleitung Amigurumi Kirbi,2615,0.00,Toys,Independent Designer,amigoll9,German,1,6,Beginner
Doodle Zoo 4: Ezra the Elephant,2616,0.00,Toys,Independent Designer,Keep Calm and Crochet On UK,English,1,,Beginner
Schönes Häkelanleitung für Kätzchen,2617,0.00,Schönes Häkelanleitung für Kätzchen,Independent Designer,Ternura Amigurumi,German,1,7,Intermediate
Coin Purse with Button - US Version,2618,0.00,Accessories,Independent Designer,Merrian Holland,English,1,6,Beginner
Crochet Pattern for easy coaster,2619,0.00,Homeware,Independent Designer,amigoll9,English,1,4,Beginner
Openwork Scarf in Caron Simply Soft Ombre - Downloadable PDF,2620,0.00,Scarves & Shawls,Caron,,English,1,1,Beginner
Lite 'n Bright Baby Blanket in Caron Simply Soft Brites - Downloadable PDF,2621,0.00,Blankets,Caron,Randy Cavaliere,English,1,2,Intermediate
Cow Dishcloth in Lily Sugar 'n Cream Solids,2622,0.00,Accessories,Lily Sugar 'n Cream,,English,1,,
Safe Worry Worm,2623,0.00,Toys,Independent Designer,Luna Crochet Designs,English,1,1,Beginner
"""The Essential Crocheted Wristwarmers"" - Free Accessory Crochet Pattern in Paintbox Yarns Chunky Pots",2624,0.00,Accessories,Paintbox Yarns,Paintbox Yarns,English,1,5,Intermediate
Crochet Espresso Cup Pair,2625,0.00,Toys,Independent Designer,MelonCrochetShop,English,1,,Beginner
La Jolla Cove Jacket - Free Crochet Pattern For Women in Paintbox Yarns Cotton DK and Metallics DK,2626,0.00,Jackets,Paintbox Yarns,,English,1,6,Intermediate
Octopus Comforter,2627,0.00,Toys,Independent Designer,Donna Wilkins,English,1,,Beginner
Ruby Lace Hat & Scarf in West Yorkshire Spinners - WYS1000284/ DFP0037 - Downloadable PDF,2628,0.00,Cowls,West Yorkshire Spinners,Anna Nikipirowicz,English,2,5,Beginner
Share the Love - Premmie Beanie,2629,0.00,Hats,Independent Designer,Annie Penrose,English,1,4,Beginner
Sakura mandala,2630,0.00,Homeware,Independent Designer,Gava Crochet,English,1,6,Beginner
"Crochet Beach Skirt, Shawl, or Scarf",2631,0.00,"Crochet Beach Skirt, Shawl, or Scarf",Independent Designer,Emi Harrington,English,1,1,Beginner
Crochet pattern bookmark,2632,0.00,Homeware,Independent Designer,amigoll9,English,1,6,Beginner
Wavy Slipover - Free Top Crochet Pattern for Women in Paintbox Yarns Cotton DK,2633,0.00,Sweaters,Paintbox Yarns,,English,,4,Intermediate
"""Festi-Bobble Pouch"" -Bobble Pouch - Bag Crochet Pattern in Paintbox Yarns Cotton DK - COT-CRO-ACC-05",2634,0.00,"""Festi-Bobble Pouch"" -Bobble Pouch - Bag Crochet Pattern in Paintbox Yarns Cotton DK - COT-CRO-ACC-05",Paintbox Yarns,,English,1,5,Intermediate
Merlin Mouse,2635,0.00,Toys,Independent Designer,Carolyne Brodie,English,1,,Intermediate
Arc-en-ciel après l'orage,2636,0.00,Homeware,Independent Designer,Les Fibres Fantastiques,English|French,1,8,Intermediate
Pulcino Set in Adriafil Azzurra and Avantgarde - Downloadable PDF,2637,0.00,Blankets,Adriafil,,English,3,3,
Textured Grid Baby Blanket in Bernat Baby Sport,2638,0.00,Blankets,Bernat,,English,1,,
Comfy Bobble Afghan - Free Blanket Crochet Pattern For Home in Paintbox Yarns 100% Wool Worsted by Paintbox Yarns,2639,0.00,Blankets,Paintbox Yarns,,English,1,4,Intermediate
Raymond animal crossing,2640,0.00,Toys,Independent Designer,Ludasamigurumi,English,1,5,Intermediate
Bobby the Bee - Free Amigurumi Crochet Toy Pattern in Paintbox Yarns Simply DK,2641,0.00,Toys,Paintbox Yarns,Alison North,English,1,6,Intermediate
Cream Shawl in Adriafil New Zealand - Downloadable PDF,2642,0.00,Shawls,Adriafil,,English,1,1,
Crocheted Pineapple Top in Cascade Ultra Pima - DK246,2643,0.00,Sweaters,Cascade Yarns,Simona Merchant-Dest,English,1,,
Lola the Ladybird - Free Amigurumi Crochet Toy Pattern  in Paintbox Yarns Simply DK,2644,0.00,Toys,Paintbox Yarns,Alison North,English,1,6,Intermediate
Salt Lake Sweater in Lion Brand Basic Stitch Skein Tones - M20403 BSAP - Downloadable PDF,2645,0.00,Jumpers,Lion Brand,Tonja Pe Benito,English,1,3,Beginner
Mini Drawstring bag,2646,0.00,Accessories,Independent Designer,Cobbler's Cabin,English,1,4,Beginner
Trick or Treat Bags,2647,0.00,Accessories,Independent Designer,Spider Mambo,English,1,15,Intermediate
Gefilzte Katzenhöhle in Schachenmayr Wash and Filz-it and Multicolor - F0066 - Downloadable PDF,2648,0.00,Pet Bedding,Schachenmayr,,German,1,1,
Carlas Häkelbüdel,2649,0.00,Accessories,Independent Designer,Seute Wulldeern,English|German,1,12,Beginner
Crochet Flower basket,2650,0.00,Toys,Independent Designer,FollowThe Yarn,English,1,4,Beginner
Angel Ornament,2651,0.00,Homeware,Independent Designer,Many Creative Gifts,English,1,,Intermediate
Criss-cross Shawl,2652,0.00,Accessories,Independent Designer,Fay Dashper-Hughes,English,1,,Intermediate
Amigurumi Mini Bunny,2653,0.00,Toys,Independent Designer,Mevlinn Gusick,English,1,5,Intermediate
Crocheted Dog Keyring,2654,0.00,Accessories,Independent Designer,CatKnit,English,1,2,Intermediate
Sea Songs Conch Shell in Lily Sugar 'n Cream Solids - Downloadable PDF,2655,0.00,Decorations,Lily Sugar 'n Cream,,English,5,2,Beginner
Christmas Tree Skirt in Caron Simply Soft Heathers & Simply Soft - Downloadable PDF,2656,0.00,Decorations,Caron,Margret Willson,English,1,3,Intermediate
Eco Kitchen Cloth,2657,0.00,Homeware,Independent Designer,Julia Morozova,English,1,5,Beginner
"""Baby Blanket"" - Free Blanket Crochet Pattern in Paintbox Yarns Cotton DK",2658,0.00,Blankets,Paintbox Yarns,,English,1,5,Beginner
Dip Down Crochet Pullover in Bernat Softee Baby Cotton - Downloadable PDF,2659,0.00,Sweaters,Bernat,,English,1,2,Beginner
Pumpkin Stack,2660,0.00,Homeware,Independent Designer,Cute Crochet Makes,English,1,2,Beginner
Audrey Bookmark,2661,0.00,Homeware,Independent Designer,Lisa van Klaveren,English,1,2,Intermediate
Watermelon Clutch bag,2662,0.00,Accessories,Independent Designer,Kath Webber,English,1,6,Beginner
Squid Amigurumi Bag,2663,0.00,Accessories,Independent Designer,Amanda Maciel,English,1,,Beginner
Sea slug,2664,0.00,Toys,Independent Designer,Carolyne Brodie,English,1,,Intermediate
Around the Block Sweater - Free Jumper Crochet Pattern for Women in Paintbox Yarns Cotton DK,2665,0.00,Sweaters,Paintbox Yarns,Paintbox Yarns,English,1,7,Intermediate
"""Jamie the Kitten"" - Free Crochet Pattern For Toys in Paintbox Yarns Simply DK - 009",2666,0.00,Toys,Paintbox Yarns,Lucy Collins,English,1,7,Intermediate
Crochet Day of the Dead Sugar Skull Earrings,2667,0.00,Accessories,Independent Designer,Spider Mambo,English,1,,Advanced
Hatosaurus Hat in Caron Simply Soft - Downloadable PDF,2668,0.00,Hats,Caron,,English,1,2,Beginner
Back to school: Apple and worm Amigurumi,2669,0.00,Toys,Independent Designer,Ms.Toosh,English,1,4,Intermediate
Easy Beginner Double Crochet Scarf,2670,0.00,Accessories,Independent Designer,Susan Lowman,English,1,2,Beginner
Sampler Scarf in Cascade Yarns Anthem Chunky - C358 - Downloadable PDF,2671,0.00,Scarves & Shawls,Cascade Yarns,Kristen Stoltzfus Clay,English,1,3,Intermediate
Top with Lace in Schachenmayr Micro - 6647 - Downloadable PDF,2672,0.00,Tops,Schachenmayr,,English|German,1,2,
Baby Blue Whale Vincent,2673,0.00,Toys,Independent Designer,Haakneus,Dutch|English,1,10,Beginner
Caidree x Wool and the Gang Plant Friendly Patterns in Buddy Hemp - Downloadable PDF,2674,0.00,Home,Wool and the Gang,,English,5,48,Intermediate
Crochet Landscape Rings,2675,0.00,Accessories,Independent Designer,Wool Bags,English,1,1,Beginner
Granny Goes Bright Crochet Blanket in Caron Simply Soft and Simply Soft Brites - Downloadable PDF,2676,0.00,Blankets,Caron,,English,1,1,Beginner
Treble Flower Coaster Set with Video - US Terminology,2677,0.00,Homeware,Independent Designer,Merrian Holland,English,1,15,Intermediate
Mae the Flower,2678,0.00,Toys,Independent Designer,Cara Engwerda,English,1,7,Intermediate
Amateur Argyle Scarf - Free Crochet Pattern in Paintbox Yarns Chunky Pots,2679,0.00,Scarves & Shawls,Paintbox Yarns,,English,1,5,Intermediate
Draft Dodger Leg Warmers,2680,0.00,Draft Dodger Leg Warmers,Independent Designer,Cobbler's Cabin,English,1,1,Beginner
Pokeball,2681,0.00,Toys,Independent Designer,anniegurumi,English,1,2,Intermediate
Sweetpea Headband,2682,0.00,Headbands,Independent Designer,EmmeClaire Crochet,English,1,12,Beginner
Crochet Starfish and Fish,2683,0.00,Homeware,Independent Designer,Barbara Summers,English,1,3,Beginner
Tulip Fingerless Mittens,2684,0.00,Accessories,Independent Designer,Nomad Stitches,English,1,11,Beginner
The Mini Star Garland,2685,0.00,Homeware,Independent Designer,North Star Knits,English,1,,
Toy Bear,2686,0.00,Toys,Independent Designer,Tatiana Kucherovska,English,1,9,Intermediate
Double Walled Bowl (any size),2687,0.00,Homeware,Independent Designer,Elise Mann,English,1,7,Beginner
In the Clouds Baby Sweater,2688,0.00,Sweaters,Independent Designer,Burgundy & Blush,English,1,,Beginner
Rainbow Doily Alexa,2689,0.00,Homeware,Independent Designer,NadelLabor,Diagrams/chartsonly|suitableforalllanguages|English,1,4,Intermediate
Crochet Pattern Bow Tie or Rose for your Dog!,2690,0.00,Crochet Pattern Bow Tie or Rose for your Dog!,Independent Designer,amigoll9,English,1,5,Beginner
A Perfect Match C2C Cushion,2691,0.00,Cushions,Independent Designer,Crafty CC,English,1,,Intermediate
Summer Coaster,2692,0.00,Homeware,Independent Designer,Annemarie Benthem,English,1,3,Intermediate
Pink Little Lady - free amigurumi crochet pattern,2693,0.00,Toys,Independent Designer,Sayjai Thawornsupacharoen,English,1,7,Intermediate
Flowers Shawl in Caron Simply Soft - Downloadable PDF,2694,0.00,Shawls,Caron,Darlene Dale,English,1,3,Beginner
Doily Baby Blanket in Red Heart Soft Baby Steps - LW2487EN,2695,0.00,Blankets,Red Heart,,English,1,,Intermediate
Hobo Bag in Bernat Handicrafter Cotton Twists - 405 - Downloadable PDF,2696,0.00,Hobo Bag in Bernat Handicrafter Cotton Twists - 405 - Downloadable PDF,Bernat,,English,1,1,Beginner
Donut keychain,2697,0.00,Homeware,Independent Designer,Ternura Amigurumi,English,1,6,Intermediate
Ladies' Vest with Lace in Schachenmayr Catania - S6938 - Downloadable PDF,2698,0.00,Waistcoats,Schachenmayr,,English|German,1,2,
Cru Neck Top in Adriafil Gem - Downloadable PDF,2699,0.00,Tops,Adriafil,,English,1,1,
Lucky Four-Leaf Clover Amigurumi Crochet Pattern by erinmaycrochet,2700,0.00,Toys,Independent Designer,erinmaycrochet,English,1,10,Intermediate
Christmas Pickle Ornament,2701,0.00,Toys,Independent Designer,Wendi Gratz,English,1,,Intermediate
Quirky Mini Frog,2702,0.00,Toys,Independent Designer,Jennifer Beal,English,1,3,Intermediate
Princess Mouse,2703,0.00,Toys,Independent Designer,Carolyne Brodie,English,1,,Intermediate
Grape Granny Square,2704,0.00,Grape Granny Square,Independent Designer,Ali Crafts Designs,English,1,3,Intermediate
Cluck Cluck Change Purse in Lily Sugar 'n Cream Solids - Downloadable PDF,2705,0.00,Homeware,Lily Sugar 'n Cream,,English,1,2,Beginner
Cornish Pixie Amigurumi,2706,0.00,Toys,Independent Designer,Monchou Designs,English,1,7,Intermediate
Scrunchies Velvet,2707,0.00,Accessories,Independent Designer,Elisabete Murcela,English,1,6,Beginner
T'Lee Bag in Wool and the Gang Mixtape Yarn - Downloadable PDF,2708,0.00,T'Lee Bag in Wool and the Gang Mixtape Yarn - Downloadable PDF,Wool and the Gang,Wool and the Gang,English|French|German,1,72,Intermediate
Desert Flower,2709,0.00,Homeware,Independent Designer,AnaMoraisSoares,Afrikaans|Danish|Dutch|English|Finnish|French|German|Hebrew|Swedish,1,124,Intermediate
Americana Afghan in Lion Brand Heartland - L32036,2710,0.00,Blankets,Lion Brand,,English,1,,
Sideways Cardigan in Berroco Comfort DK - Downloadable PDF,2711,0.00,Cardigans,Berroco,Berroco Design Team,English,1,3,Intermediate
Burchell's Zebra Jacket - Free Crochet Pattern For Women in Paintbox Yarns,2712,0.00,Cardigans,Paintbox Yarns,Paintbox Yarns,English,1,5,Intermediate
Baby Bomber,2713,0.00,Cardigans,Independent Designer,Burgundy & Blush,English,1,,Beginner
Colourful Swing Coat - Free Crochet Pattern For Women in Paintbox Yarns Simply Chunky & Chunky Pots,2714,0.00,Coats,Paintbox Yarns,,English,1,5,Intermediate
Uplifter,2715,0.00,Accessories,Independent Designer,Susan Kennedy,English,1,2,Beginner
Japanese Knot Project Bag,2716,0.00,Accessories,Independent Designer,Julie Blagojevich,English,1,4,Intermediate
White Granny Square Pillows in Schachenmayr Catania - S9027B - Downloadable PDF,2717,0.00,Cushions,Schachenmayr,,Dutch|English|French|German,1,2,
The Waterfall Scarf,2718,0.00,Accessories,Independent Designer,Hobbydingen,Dutch|English,1,,Beginner
Happy Little Christmas Trees,2719,0.00,Homeware,Independent Designer,Hattie Risdale,English,1,5,Beginner
You Tunic Me On in Bernat Vickie Howell Cotton-ish - Downloadable PDF,2720,0.00,Tops,Bernat,,English,1,2,Intermediate
Mr. & Mrs. Skeleton in Lion Brand 24/7 Cotton - M21177 - Downloadable PDF,2721,0.00,Toys,Lion Brand,,English,2,5,Intermediate
Lacy Square Throw in Caron Simply Soft - Downloadable PDF,2722,0.00,Blankets,Caron,Kimberly K. McAlindin,English,1,3,Beginner
Vertical Lace Topper in Caron Simply Soft - Downloadable PDF,2723,0.00,Cardigans,Caron,,English,1,3,Intermediate
Theo's Tractor Crochet Wall Hanging,2724,0.00,Homeware,Independent Designer,Nina Attridge,English,1,8,Intermediate
Party by the Pool Coverup in Caron Simply Soft Party - Downloadable PDF,2725,0.00,Dresses,Caron,Shannon Mullett-Bowlsby,English,1,4,Intermediate
Amigurumi Unicorn,2726,0.00,Toys,Independent Designer,Sweet N Cute Creations,English,1,,Beginner
Cuddly Bunny,2727,0.00,Toys,Independent Designer,Little Green Crafts,English,1,3,Beginner
Rocketship Crochet Baby Blanket in Bernat Bundle Up - Downloadable PDF,2728,0.00,Blankets,Bernat,,English,1,3,Intermediate
Nico Shawl in Berroco Dulce - Downloadable PDF,2729,0.00,Shawls,Berroco,Berroco Design Team,English,1,4,Intermediate
Mountain Dog Bandana,2730,0.00,Mountain Dog Bandana,Independent Designer,Susan Kennedy,English,1,2,Beginner
Uterus Keychain,2731,0.00,Accessories,Independent Designer,The Craft Frog,English,1,,
Granny Square with Fantastic Cat,2732,0.00,Homeware,Independent Designer,Stepsteps,English,1,3,Intermediate
Timothy the little bear,2733,0.00,Toys,Independent Designer,Rupinder  Kaur,English,,8,Beginner
Pie Plate Holder in Bernat Handicrafter Cotton Solids,2734,0.00,Accessories,Bernat,,English,1,,
Rose Table Runner,2735,0.00,Homeware,Independent Designer,Cobbler's Cabin,English,1,2,Beginner
Asia Twin Set in Adriafil Puff and Rafia - Downloadable PDF,2736,0.00,Skirts,Adriafil,,English,2,1,
Happy Little Taco,2737,0.00,Toys,Independent Designer,Melissa's Crochet Patterns,English,1,,
Dipped Striped Crochet Hat in Patons Classic Wool DK Superwash - Downloadable PDF,2738,0.00,Hats,Patons US,,English,1,1,Beginner
Crochet Beret & Scarf in Lion Brand Homespun,2739,0.00,Hats,Lion Brand,,English,2,,
Giraffe African Spirit,2740,0.00,Cushions,Independent Designer,Sarah Athey,English,1,4,Intermediate
Flower keychain,2741,0.00,Accessories,Independent Designer,Annemarie Benthem,English,1,,Beginner
Bernie the Ghost,2742,0.00,Toys,Independent Designer,Cara Engwerda,English,1,4,Beginner
"Scrunchy, Slouchy Slipper Socks in Lion Brand Wool-Ease Thick & Quick - 915",2743,0.00,Socks,Lion Brand,,English,1,,
Amigurumi Häkelanleitung Fliegenpilz,2744,0.00,Homeware,Independent Designer,amigoll9,German,1,5,Beginner
Karamell Sweater,2745,0.00,Jumpers,Independent Designer,Hooked by Anna,English,1,,Intermediate
Geo the Duck Amigurumi,2746,0.00,Toys,Independent Designer,Critter-iffic Crochet,English,1,,Intermediate
Morning Dew Cardigan - Cardigan Crochet Pattern in Paintbox Yarns Cotton DK,2747,0.00,Cardigans,Paintbox Yarns,,English,1,6,Intermediate
